Symbol,ATM Straddle %,Open,High,Low,Close,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Price,Price Chg%,Fut OI,Fut OI Chg,Fut OI Chg %,PCR,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Sector Name,Adv/ Dec/ Unchg,Price chg (%),Volume chg (%),OI chg (%),Rollover (%),Buildup,Tol CE OI Chg,Tol PE OI Chg,Tol PE-CE OI Chg,Tol PE-CE OI Chg %,Price chg,OI,OI chg,OI Chg (Value),Volume,Volume Chg (%)
UNIONBANK,6.45,171.02,172.5,171.02,171.9,0.55,0.32,0.12,0.4,7.0,0.03,0.0,0.0,2.0,0.03,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITDSPR,4.51,1543.3,1543.3,1529.7,1530.9,-4,-0.26,0.6,2.86,67.0,0.34,0.0,0.0,3.0,0.06,-9.0,-0.19,-12,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNOMINDA,7.9,1189.7,1189.7,1174.0,1182.6,3.8,0.32,-1.37,-3.74,2.0,0.02,0.0,0.0,-10.0,-0.38,-8.0,-0.38,2,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPL,6.75,604.75,606.55,601.85,606.5,0.45,0.07,-0.31,-0.98,7.0,0.03,-0.01,-1.16,38.0,1.27,8.0,0.31,-30,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBL,5.71,450.0,450.9,449.3,450.4,-1.6,-0.35,0.15,0.55,3.0,0.01,0.0,0.0,3.0,0.02,0.0,0.0,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEDL,6.56,268.4,268.9,264.5,265.8,-2.1,-0.78,-1.45,-4.47,49.0,0.11,0.0,0.0,60.0,0.27,-53.0,-0.44,-113,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMM,5.91,108.79,108.79,107.9,108.44,-0.02,-0.02,1.24,4.47,12.0,0.14,0.0,0.0,3.0,0.18,2.0,0.23,-1,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTAS,7.12,1344.0,1349.9,1337.0,1349.4,12.1,0.9,-1.13,-3.42,31.0,0.16,0.0,0.0,4.0,0.15,17.0,0.5,13,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREEENER,6.88,2611.9,2611.9,2591.6,2598.5,10.1,0.39,0.52,1.62,133.0,0.3,-0.01,-1.79,210.0,1.05,-34.0,-0.3,-244,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIPRO,5.98,185.0,185.0,181.12,181.69,-5.4,-2.89,1.5,5.69,346.0,0.44,-0.02,-3.12,342.0,1.58,-257.0,-1.85,-599,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YESBANK,5.87,22.65,22.7,22.56,22.63,0.03,0.13,-,-,13.0,0.03,0.0,0.0,0.0,0.0,15.0,0.25,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE,6.17,1123.0,1130.5,1123.0,1128.8,7.1,0.63,-0.37,-1.36,1.0,0.01,-0.02,-2.7,0.0,0.0,-26.0,-2.34,-,PRICE_OI,Daywise_Price_and_OI_Summary_25AUG26_Report_2026-07-31.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,Symbol,Price,Price Chg,Price Chg (%),Total OI,Total OI Chg,Total OI Chg (%),PCR,IV,IV Chg (%),IV Range (1Yr),HV (10/20/30 Days),IVR,IVP,IV/HV10 %,IV/HV20 %,IV/HV30 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,360ONE,1151.6,6.1,0.53,4137500,3000,0.07,0.51,31.58,-0.44,12.77 - 60.46,38.02 / 43.05 / 37.25,39.44,62.2,-16.94,-26.64,-15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ABB,7428.5,106.5,1.45,2071500,28625,1.4,0.71,40.22,1.64,12.82 - 55.54,19.10 / 41.32 / 37.11,64.14,96.34,110.58,-2.66,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ABCAPITAL,406.75,10.9,2.75,34183700,257300,0.76,0.82,34.05,0.62,17.61 - 49.88,31.22 / 39.54 / 38.76,50.95,76.42,9.06,-13.88,-12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ADANIENSOL,1679.9,17.1,1.03,19059300,10800,0.06,0.59,32.53,-0.37,15.92 - 70.07,30.81 / 32.76 / 32.77,30.67,30.89,5.58,-0.7,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ADANIENT,3061,2.1,0.07,15794844,-18849,-0.12,0.84,28.22,1.22,13.70 - 55.87,30.43 / 29.99 / 35.96,34.43,35.77,-7.26,-5.9,-21.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ADANIGREEN,1370.6,4.2,0.31,26359200,-5400,-0.02,0.58,36.63,-1.77,15.79 - 97.29,47.16 / 44.68 / 43.24,25.57,36.18,-22.33,-18.02,-15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ADANIPORTS,1666,-4.8,-0.29,21447675,53200,0.25,0.5,26.87,1.86,12.26 - 48.61,28.32 / 25.34 / 27.72,40.19,67.89,-5.12,6.04,-3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ADANIPOWER,212.21,2.48,1.18,154648650,-195250,-0.13,0.67,34.74,-1.19,22.32 - 78.01,29.60 / 34.73 / 34.44,22.3,3.66,17.36,0.03,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ALKEM,5829,2,0.03,1383500,1625,0.12,0.29,29.65,1.82,13.41 - 40.78,28.14 / 23.54 / 22.05,59.34,87.8,5.37,25.96,34.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,AMBER,7492,56,0.75,1242900,-300,-0.02,1.19,37.81,3.65,16.81 - 64.03,34.00 / 34.55 / 32.97,44.47,71.95,11.21,9.44,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,AMBUJACEM,440.25,4.25,0.97,78880800,46800,0.06,0.75,23.06,-0.86,15.18 - 45.11,26.99 / 31.63 / 31.85,26.33,39.43,-14.56,-27.09,-27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ANGELONE,297,3.6,1.23,26470000,2500,0.01,0.55,35.72,-1.08,17.39 - 57.96,24.55 / 36.40 / 36.47,45.18,36.18,45.5,-1.87,-2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,APLAPOLLO,1886.1,-6.3,-0.33,4433800,2450,0.06,0.92,30.51,5.13,8.20 - 40.75,12.70 / 20.75 / 19.37,68.54,86.18,140.24,47.04,57.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,APOLLOHOSP,9030.5,29.5,0.33,1909875,2250,0.12,0.72,21.98,2.04,9.79 - 47.61,11.88 / 15.92 / 14.36,32.23,71.54,85.02,38.07,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ASHOKLEY,161.37,2.14,1.34,148125000,380000,0.26,1.01,33.01,3.87,14.12 - 47.87,22.02 / 30.91 / 35.45,55.97,64.23,49.91,6.79,-6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ASIANPAINT,2766.9,9.7,0.35,7541500,9250,0.12,0.59,21.76,-1.09,8.53 - 37.24,21.11 / 20.13 / 22.16,46.08,56.5,3.08,8.1,-1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ASTRAL,1436,-4.9,-0.34,7181650,4250,0.06,0.64,30.14,1.62,13.79 - 52.12,26.33 / 27.12 / 40.97,42.66,71.95,14.47,11.14,-26.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,AUBANK,1041.1,6.4,0.62,21657000,16000,0.07,0.76,24.67,0.9,16.29 - 74.08,45.39 / 36.67 / 36.14,14.5,34.15,-45.65,-32.72,-31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,AUROPHARMA,1586.1,7.5,0.48,9862050,8250,0.08,0.65,29.94,0.44,16.22 - 48.20,31.01 / 31.32 / 32.08,42.9,73.58,-3.45,-4.41,-6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,AXISBANK,1243.8,9,0.73,79459375,-9375,-0.01,0.71,19.35,-1.98,12.00 - 40.40,37.26 / 29.69 / 26.88,25.88,52.03,-48.07,-34.83,-28.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BAJAJ-AUTO,11520,25,0.22,1942200,1950,0.1,1.47,22.01,4.56,13.51 - 35.33,38.99 / 32.87 / 32.07,38.96,46.75,-43.55,-33.04,-31.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BAJAJFINSV,1966.3,52.3,2.73,8793300,30600,0.35,1.02,24.82,-7.11,12.73 - 35.42,21.45 / 25.41 / 24.57,53.28,81.71,15.71,-2.32,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BAJAJHLDNG,11047,53,0.48,333675,-75,-0.02,0.67,29.26,0.45,21.22 - 61.59,17.23 / 30.93 / 28.76,19.92,41.26,69.82,-5.4,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BAJFINANCE,1089.2,31,2.93,68484750,1155000,1.72,0.93,24.9,-14.58,16.72 - 42.85,33.42 / 31.11 / 28.65,31.31,50.81,-25.49,-19.96,-13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BANDHANBNK,173.46,1.22,0.71,131410800,25200,0.02,0.51,34.26,1,12.67 - 79.07,106.86 / 87.98 / 74.37,32.52,58.13,-67.94,-61.06,-53.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BANKBARODA,244.25,1.2,0.49,128863800,29250,0.02,1.01,25.24,-0.08,13.00 - 48.13,34.97 / 34.24 / 33.99,34.84,45.12,-27.82,-26.29,-25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BANKINDIA,138.34,0.75,0.55,98794800,-5200,-0.01,0.84,30.97,3.86,14.29 - 59.98,31.66 / 45.03 / 38.60,36.51,50.41,-2.18,-31.22,-19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BANKNIFTY,57525,230.4,0.4,2108490,-19170,-0.9,0.88,13.08,-1.51,6.65 - 38.76,17.42 / 18.88 / 17.90,20.02,56.91,-24.91,-30.72,-26.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BDL,1230.5,9.5,0.78,7331250,0,0,0.86,40.13,2.61,17.11 - 53.54,20.72 / 28.69 / 33.87,63.19,75.2,93.68,39.87,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BEL,389.6,2.65,0.68,101093775,17100,0.02,0.58,23.23,1.26,15.33 - 59.83,27.88 / 27.60 / 27.46,17.75,30.89,-16.68,-15.83,-15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BHARATFORG,2205.1,31.4,1.44,7540000,16500,0.22,0.94,31.75,1.28,16.12 - 46.76,29.48 / 24.43 / 27.09,51.01,70.73,7.7,29.96,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BHARTIARTL,1963,1.2,0.06,56183950,4275,0.01,0.77,19.3,0.42,8.38 - 28.10,23.38 / 24.63 / 22.89,55.38,73.58,-17.45,-21.64,-15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BHEL,412.4,7.25,1.79,80348625,-183750,-0.23,0.57,32.38,1.6,19.15 - 54.97,27.81 / 46.43 / 43.92,36.93,54.07,16.43,-30.26,-26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BIOCON,427.45,0.45,0.11,47272500,20000,0.04,0.72,29.74,0.34,15.85 - 43.30,12.70 / 42.72 / 35.35,50.6,67.07,134.17,-30.38,-15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BLUESTARCO,1707.8,7.7,0.45,3097250,1625,0.05,1.12,34.98,3.49,13.03 - 50.57,32.59 / 34.02 / 29.86,58.47,76.42,7.33,2.82,17.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BOSCHLTD,41555,115,0.28,204600,100,0.05,1.43,29.08,0.76,10.01 - 46.12,20.59 / 17.91 / 19.52,52.81,74.39,41.23,62.37,48.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BPCL,318.2,0.7,0.22,40114225,35550,0.09,0.78,26.36,-0.08,15.82 - 56.01,22.67 / 25.51 / 28.94,26.23,37.4,16.28,3.33,-8.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BRITANNIA,5425,-22,-0.4,2034250,1125,0.06,0.55,25.9,0.97,12.58 - 34.32,20.16 / 20.41 / 22.37,61.27,83.74,28.47,26.9,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,BSE,3541,2.1,0.06,8193400,9000,0.11,0.81,39.2,0.75,19.55 - 61.04,31.42 / 28.77 / 27.66,47.36,60.57,24.76,36.25,41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CAMS,791.6,-3.65,-0.46,6709725,0,0,0.66,35.21,1.88,17.15 - 80.12,30.32 / 35.80 / 32.85,28.68,91.87,16.13,-1.65,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CANBK,125.71,0.79,0.63,401827500,87750,0.02,0.67,28.94,0.66,15.88 - 49.71,28.47 / 33.70 / 31.05,38.6,51.63,1.65,-14.12,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CDSL,1346,4.5,0.34,9636800,7600,0.08,0.87,33.68,1.6,18.00 - 52.52,23.11 / 40.02 / 38.93,45.42,78.86,45.74,-15.84,-13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CGPOWER,872.5,35.05,4.19,19571250,289850,1.5,0.48,33.57,8.99,16.26 - 49.94,32.65 / 43.29 / 40.86,51.4,66.26,2.82,-22.45,-17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CHOLAFIN,1804.9,26,1.46,12655625,-3750,-0.03,0.56,29.07,-0.51,15.00 - 65.38,37.17 / 38.55 / 35.15,27.93,60.98,-21.79,-24.59,-17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CIPLA,1478.4,5.3,0.36,9729100,8075,0.08,0.8,19.03,-2.46,7.76 - 46.04,27.86 / 22.70 / 25.23,29.44,28.86,-31.69,-16.17,-24.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,COALINDIA,413.85,-0.15,-0.04,81176850,-66150,-0.08,0.76,20.09,0.25,9.08 - 45.52,28.40 / 20.80 / 20.68,30.21,48.78,-29.26,-3.41,-2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,COCHINSHIP,1411.7,4.7,0.33,5708000,1200,0.02,0.68,29.89,2.93,15.66 - 61.29,25.86 / 29.32 / 34.39,31.19,19.51,15.58,1.94,-13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,COFORGE,1714.9,-29.4,-1.69,14053350,144875,1.04,0.96,34.19,2.46,14.76 - 100.42,70.23 / 56.46 / 56.40,22.68,44.72,-51.32,-39.44,-39.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,COLPAL,2094.6,3.9,0.19,4806725,8525,0.18,0.5,22.43,1.13,14.77 - 49.18,39.56 / 33.51 / 31.29,22.26,45.93,-43.3,-33.06,-28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CONCOR,525.1,0.05,0.01,21706250,-1250,-0.01,0.85,23.74,0.68,14.61 - 80.26,50.11 / 51.13 / 42.42,13.91,39.43,-52.62,-53.57,-44.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CROMPTON,262.8,1.25,0.48,58127400,6450,0.01,0.53,37.85,0.48,15.15 - 43.83,50.02 / 38.87 / 33.65,79.15,87.4,-24.33,-2.62,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,CUMMINSIND,5542,128,2.36,3969400,3600,0.09,0.89,35.49,7.81,15.05 - 37.75,28.64 / 27.16 / 28.08,90.04,95.53,23.92,30.67,26.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DABUR,427.2,-0.8,-0.19,29763750,11250,0.04,0.66,22.68,0.53,13.58 - 33.00,20.06 / 24.21 / 28.50,46.86,58.54,13.06,-6.32,-20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DALBHARAT,1811,11.3,0.63,3796975,0,0,0.93,27.67,6.34,13.87 - 79.50,22.63 / 32.23 / 30.61,21.03,55.69,22.27,-14.15,-9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DELHIVERY,471.4,2.05,0.44,22878950,6225,0.03,0.67,34.61,4.4,18.50 - 49.76,24.75 / 30.67 / 44.04,51.54,79.27,39.84,12.85,-21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DIVISLAB,8078.5,220,2.8,3550900,29900,0.85,0.77,31.71,7.38,6.18 - 50.03,33.96 / 28.79 / 27.70,58.22,93.5,-6.63,10.14,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DIXON,14201,52,0.37,2277750,1650,0.07,0.79,40.31,1.61,17.08 - 61.85,32.44 / 49.86 / 46.35,51.89,67.07,24.26,-19.15,-13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DLF,661.25,3.5,0.53,46887250,4750,0.01,0.74,33.82,-0.03,13.80 - 56.30,36.84 / 43.81 / 42.79,47.11,77.24,-8.2,-22.8,-20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DMART,3925.6,44.2,1.14,5098050,9300,0.18,0.67,24.6,6.86,14.71 - 49.03,29.89 / 32.30 / 30.64,28.82,43.5,-17.7,-23.84,-19.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,DRREDDY,1152.4,3.2,0.28,13771250,10000,0.07,0.63,20.28,1.6,7.63 - 40.88,19.12 / 30.62 / 30.78,38.05,34.15,6.07,-33.77,-34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,EICHERMOT,7865,-4.5,-0.06,4132100,1200,0.03,0.77,23.69,-0.17,12.65 - 55.76,23.29 / 22.41 / 28.03,25.61,53.25,1.72,5.71,-15.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,ETERNAL,309.4,-2.9,-0.93,155515250,681425,0.44,0.73,32.15,2.85,16.25 - 76.78,45.87 / 40.11 / 39.88,26.27,51.63,-29.91,-19.85,-19.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IVR_IVP,IVR-IVP_25AUG26_Report_2026-07-31.xlsx,FEDERALBNK,355.35,0.5,0.14,86347500,30000,0.03,0.87,20.62,0.93,14.06 - 39.41,43.18 / 33.49 / 29.07,25.88,30.08,-52.25,-38.43,-29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
