trading_date,observation_timestamp,Symbol,Open,High,Low,Close,ATM Straddle %,current_price,opening_straddle_premium,upper_straddle_breakout_level,lower_straddle_breakout_level,upside_breakout,downside_breakout,standard_straddle_breakout,breakout_direction,Price Chg %,IV Chg %,OI Chg %,PCR Chg %
2026-08-11,2026-08-11T09:52:00,MOTHERSON,169.01,170.49,168.79,169.06,5.13,169.06,8.670212999999999,177.68021299999998,160.339787,False,False,False,NONE,0.3,-2.93,0.12,0.0
2026-08-11,2026-08-11T09:52:00,MOTILALOFS,880.65,880.9,876.05,879.15,4.72,879.15,41.56668,922.21668,839.08332,False,False,False,NONE,-0.17,-5.39,0.36,-1.82
2026-08-11,2026-08-11T09:52:00,MPHASIS,2515.5,2530.0,2506.9,2511.7,5.57,2511.7,140.11335,2655.61335,2375.38665,False,False,False,NONE,0.39,0.5,0.67,7.55
2026-08-11,2026-08-11T09:52:00,MUTHOOTFIN,2935.1,2962.0,2925.0,2955.6,4.88,2955.6,143.23288,3078.33288,2791.86712,False,False,False,NONE,1.08,-,0.78,0.0
2026-08-11,2026-08-11T09:52:00,NAM-INDIA,1161.2,1170.0,1152.3,1156.5,5.38,1156.5,62.47256,1223.67256,1098.7274400000001,False,False,False,NONE,-1.19,5.18,0.05,-2.17
2026-08-11,2026-08-11T09:52:00,NATIONALUM,387.0,392.7,386.75,392.7,5.5,392.7,21.285,408.285,365.715,False,False,False,NONE,2.21,0.14,-1.03,5.19
2026-08-11,2026-08-11T09:52:00,NAUKRI,1293.4,1338.0,1293.4,1336.5,5.63,1336.5,72.81842,1366.2184200000002,1220.58158,False,False,False,NONE,5.29,1.75,0.11,18.0
2026-08-11,2026-08-11T09:52:00,NBCC,94.47,94.53,93.05,93.49,6.46,93.49,6.102762,100.572762,88.367238,False,False,False,NONE,-1.17,0.66,0.27,-3.92
2026-08-11,2026-08-11T09:52:00,NESTLEIND,1535.1,1539.7,1515.4,1516.5,3.59,1516.5,55.11008999999999,1590.2100899999998,1479.98991,False,False,False,NONE,-1.07,-0.79,0.91,-4.62
2026-08-11,2026-08-11T09:52:00,NHPC,76.97,76.97,75.81,75.95,4.25,75.95,3.271225,80.241225,73.698775,False,False,False,NONE,-1.2,2.06,0.67,-2.9
2026-08-11,2026-08-11T09:52:00,NIFTY,24620.0,24621.0,24525.0,24541.9,0.51,24541.9,125.56200000000001,24745.562,24494.438,False,False,False,NONE,-0.48,1.08,0.25,-4.46
2026-08-11,2026-08-11T09:52:00,NIFTYNXT50,74310.4,74499.8,74110.0,74110.0,2.62,74110.0,1946.93248,76257.33248,72363.46751999999,False,False,False,NONE,-0.59,-,0.26,-2.72
2026-08-11,2026-08-11T09:52:00,NMDC,85.96,86.31,85.53,85.75,5.55,85.75,4.770779999999999,90.73078,81.18921999999999,False,False,False,NONE,0.39,-1.27,0.05,1.67
2026-08-11,2026-08-11T09:52:00,NTPC,340.2,340.8,338.65,339.0,3.44,339.0,11.70288,351.90288,328.49712,False,False,False,NONE,-0.66,0.46,-0.02,-1.59
2026-08-11,2026-08-11T09:52:00,NYKAA,324.35,327.0,324.35,326.0,4.73,326.0,15.341755000000003,339.691755,309.00824500000004,False,False,False,NONE,0.22,0.33,0.11,0.0
2026-08-11,2026-08-11T09:52:00,OBEROIRLTY,1805.1,1811.0,1795.5,1803.3,4.18,1803.3,75.45317999999999,1880.5531799999999,1729.64682,False,False,False,NONE,-0.07,0.64,-0.01,0.0
2026-08-11,2026-08-11T09:52:00,OFSS,11848.0,11970.0,11845.0,11872.0,5.81,11872.0,688.3687999999999,12536.3688,11159.6312,False,False,False,NONE,0.71,2.4,0.16,2.38
2026-08-11,2026-08-11T09:52:00,OIL,465.0,485.95,464.0,481.0,5.48,481.0,25.482000000000003,490.482,439.518,False,False,False,NONE,5.71,20.8,1.18,-12.33
2026-08-11,2026-08-11T09:52:00,ONGC,240.98,243.8,240.21,242.65,3.52,242.65,8.482496,249.462496,232.497504,False,False,False,NONE,1.33,5.99,-0.71,2.38
2026-08-11,2026-08-11T09:52:00,PAGEIND,38150.0,38395.0,37760.0,38030.0,6.22,38030.0,2372.93,40522.93,35777.07,False,False,False,NONE,-0.8,0.45,0.6,9.33
2026-08-11,2026-08-11T09:52:00,PATANJALI,356.0,364.45,354.1,359.55,6.83,359.55,24.3148,380.3148,331.6852,False,False,False,NONE,1.14,-1.45,0.48,4.11
2026-08-11,2026-08-11T09:52:00,PAYTM,1593.0,1609.2,1578.0,1599.0,5.88,1599.0,93.6684,1686.6684,1499.3316,False,False,False,NONE,0.44,-0.29,0.34,-3.0
2026-08-11,2026-08-11T09:52:00,PERSISTENT,5472.0,5553.5,5455.0,5553.5,5.4,5553.5,295.48800000000006,5767.488,5176.512,False,False,False,NONE,1.49,0.06,-0.15,3.85
2026-08-11,2026-08-11T09:52:00,PETRONET,277.95,277.95,274.75,277.45,4.48,277.45,12.452160000000001,290.40216,265.49784,False,False,False,NONE,-0.14,0.82,-0.02,4.26
2026-08-11,2026-08-11T09:52:00,PFC,386.9,387.65,382.1,383.85,4.24,383.85,16.40456,403.30456,370.49544,False,False,False,NONE,-0.65,0.97,3.04,-1.82
2026-08-11,2026-08-11T09:52:00,PGEL,621.0,627.3,615.55,616.55,6.21,616.55,38.564099999999996,659.5641,582.4359,False,False,False,NONE,-1.08,1.97,0.55,-3.12
2026-08-11,2026-08-11T09:52:00,PHOENIXLTD,1936.0,1937.0,1928.0,1934.9,3.97,1934.9,76.8592,2012.8592,1859.1408,False,False,False,NONE,-0.36,0.23,-0.13,1.85
2026-08-11,2026-08-11T09:52:00,PIDILITIND,1679.4,1687.4,1674.1,1677.1,3.49,1677.1,58.61106000000001,1738.01106,1620.7889400000001,False,False,False,NONE,-0.06,-1.07,0.62,5.0
2026-08-11,2026-08-11T09:52:00,PIIND,2736.1,2764.0,2725.3,2761.4,6.76,2761.4,184.96036,2921.06036,2551.13964,False,False,False,NONE,0.6,11.19,0.2,-8.22
2026-08-11,2026-08-11T09:52:00,PNB,114.05,114.05,112.55,112.7,4.13,112.7,4.710265,118.760265,109.33973499999999,False,False,False,NONE,-1,1.77,0.19,-2.33
2026-08-11,2026-08-11T09:52:00,PNBHOUSING,1154.7,1154.7,1139.0,1140.4,5.11,1140.4,59.00517000000001,1213.70517,1095.6948300000001,False,False,False,NONE,-1.32,-0.03,-0.02,0.0
2026-08-11,2026-08-11T09:52:00,POLICYBZR,1615.0,1664.0,1615.0,1662.5,5.29,1662.5,85.43350000000001,1700.4335,1529.5665,False,False,False,NONE,2.35,0.76,-0.26,9.59
2026-08-11,2026-08-11T09:52:00,POLYCAB,9321.0,9340.0,9152.5,9168.5,4.23,9168.5,394.2783,9715.2783,8926.7217,False,False,False,NONE,-1.66,4.62,0.47,-2.82
2026-08-11,2026-08-11T09:52:00,POWERGRID,269.2,269.35,267.8,268.2,3.32,268.2,8.937439999999999,278.13743999999997,260.26256,False,False,False,NONE,-0.69,0.96,0.26,-1.59
2026-08-11,2026-08-11T09:52:00,POWERINDIA,36350.0,36640.0,35175.0,35300.0,5.79,35300.0,2104.665,38454.665,34245.335,False,False,False,NONE,-2.81,-2.28,-1.79,-12.03
2026-08-11,2026-08-11T09:52:00,PREMIERENE,1056.3,1056.3,1036.0,1037.5,5.27,1037.5,55.66700999999999,1111.9670099999998,1000.63299,False,False,False,NONE,-1.09,2.78,0.37,-6.38
2026-08-11,2026-08-11T09:52:00,PRESTIGE,1610.0,1643.6,1610.0,1624.4,5.08,1624.4,81.788,1691.788,1528.212,False,False,False,NONE,2.25,-2.03,-0.25,1.41
2026-08-11,2026-08-11T09:52:00,RADICO,4573.9,4573.9,4532.6,4543.0,5.15,4543.0,235.55585,4809.455849999999,4338.34415,False,False,False,NONE,-0.02,2.16,0.36,0.0
2026-08-11,2026-08-11T09:52:00,RBLBANK,389.3,390.05,384.75,385.85,4.48,385.85,17.440640000000002,406.74064,371.85936000000004,False,False,False,NONE,-1.03,1.59,0.3,-1.39
2026-08-11,2026-08-11T09:52:00,RECLTD,343.75,344.05,340.05,341.3,4.1,341.3,14.093749999999998,357.84375,329.65625,False,False,False,NONE,-0.28,-1.1,1.22,0.0
2026-08-11,2026-08-11T09:52:00,RELIANCE,1327.0,1327.4,1317.6,1321.7,3.0,1321.7,39.81,1366.81,1287.19,False,False,False,NONE,-0.43,0.58,0.11,-1.28
2026-08-11,2026-08-11T09:52:00,RVNL,230.97,230.99,229.19,230.28,6.73,230.28,15.544281000000002,246.514281,215.425719,False,False,False,NONE,-0.29,0.64,0.54,0.0
2026-08-11,2026-08-11T09:52:00,SAIL,170.05,173.3,169.93,172.68,5.5,172.68,9.35275,179.40275000000003,160.69725,False,False,False,NONE,0.95,-6.4,-0.37,1.64
2026-08-11,2026-08-11T09:52:00,SBICARD,654.25,654.25,643.95,645.4,4.56,645.4,29.833799999999997,684.0838,624.4162,False,False,False,NONE,-1.22,0.46,0.46,0.0
2026-08-11,2026-08-11T09:52:00,SBILIFE,1856.6,1860.5,1836.7,1840.7,3.58,1840.7,66.46628,1923.06628,1790.1337199999998,False,False,False,NONE,-0.78,1.5,0.26,-4.69
2026-08-11,2026-08-11T09:52:00,SBIN,1075.0,1075.0,1063.0,1067.7,3.62,1067.7,38.915,1113.915,1036.085,False,False,False,NONE,-0.75,0.18,0.47,-4.92
2026-08-11,2026-08-11T09:52:00,SENSEX,78883.0,78883.0,78475.0,78504.5,0.96,78504.5,757.2768,79640.2768,78125.7232,False,False,False,NONE,-0.48,0.17,3.53,-4.84
2026-08-11,2026-08-11T09:52:00,SHREECEM,26005.0,26175.0,25755.0,25825.0,3.88,25825.0,1008.9939999999999,27013.994,24996.006,False,False,False,NONE,-1.3,-1.83,0.76,0.0
2026-08-11,2026-08-11T09:52:00,SHRIRAMFIN,1136.0,1136.0,1123.6,1128.4,4.69,1128.4,53.278400000000005,1189.2784,1082.7216,False,False,False,NONE,-0.7,-1.23,0.79,1.64
2026-08-11,2026-08-11T09:52:00,SIEMENS,3911.9,3954.9,3885.0,3913.7,6.75,3913.7,264.05325,4175.9532500000005,3647.84675,False,False,False,NONE,-0.58,0.35,0.13,-2.67
2026-08-11,2026-08-11T09:52:00,SOLARINDS,18890.0,18890.0,18440.0,18529.0,6.26,18529.0,1182.514,20072.514,17707.486,False,False,False,NONE,-1.45,3.19,1.04,-4.35
2026-08-11,2026-08-11T09:52:00,SONACOMS,808.0,821.6,808.0,812.85,5.07,812.85,40.9656,848.9656,767.0344,False,False,False,NONE,-0.2,1.91,-0.79,-5.26
2026-08-11,2026-08-11T09:52:00,SRF,2620.2,2620.2,2576.4,2585.0,4.2,2585.0,110.0484,2730.2484,2510.1515999999997,False,False,False,NONE,-1.34,2.73,0.25,-4.35
2026-08-11,2026-08-11T09:52:00,SUNPHARMA,1946.6,1955.2,1944.5,1951.2,3.08,1951.2,59.95528,2006.5552799999998,1886.64472,False,False,False,NONE,-0.06,-0.87,0.1,0.0
2026-08-11,2026-08-11T09:52:00,SUPREMEIND,3475.0,3495.9,3404.7,3410.1,5.11,3410.1,177.5725,3652.5725,3297.4275,False,False,False,NONE,-2.06,-1.55,0.72,2.67
2026-08-11,2026-08-11T09:52:00,SUZLON,47.57,47.79,47.39,47.45,5.69,47.45,2.7067330000000003,50.276733,44.863267,False,False,False,NONE,-0.25,0.33,0.07,0.0
2026-08-11,2026-08-11T09:52:00,SWIGGY,277.45,277.6,271.85,272.95,6.69,272.95,18.561405,296.01140499999997,258.888595,False,False,False,NONE,-1.16,-2.18,1.78,-6.38
2026-08-11,2026-08-11T09:52:00,TATACONSUM,1110.5,1110.5,1087.7,1088.5,3.72,1088.5,41.3106,1151.8106,1069.1894,False,False,False,NONE,-1.73,2.08,0.37,0.0
2026-08-11,2026-08-11T09:52:00,TATAELXSI,3815.1,3842.0,3802.0,3805.1,4.85,3805.1,185.03234999999998,4000.13235,3630.06765,False,False,False,NONE,-0.42,0.79,0.01,-1.89
2026-08-11,2026-08-11T09:52:00,TATAPOWER,381.95,382.85,378.6,379.05,3.38,379.05,12.90991,394.85991,369.04008999999996,False,False,False,NONE,-0.68,-1.22,0.04,0.0
2026-08-11,2026-08-11T09:52:00,TATASTEEL,191.21,191.22,190.42,190.69,4.06,190.69,7.763126,198.973126,183.446874,False,False,False,NONE,-0.27,2.51,0.12,-1.47
2026-08-11,2026-08-11T09:52:00,TCS,2453.0,2458.9,2436.7,2444.0,4.0,2444.0,98.12,2551.12,2354.88,False,False,False,NONE,0.37,-0.51,0.01,0.0
2026-08-11,2026-08-11T09:52:00,TECHM,1654.0,1664.1,1649.4,1656.5,4.24,1656.5,70.1296,1724.1296,1583.8704,False,False,False,NONE,0.71,1.67,-0.19,2.04
2026-08-11,2026-08-11T09:52:00,TIINDIA,2820.7,2821.0,2784.6,2788.0,6.69,2788.0,188.70483000000002,3009.40483,2631.9951699999997,False,False,False,NONE,-1.01,2.17,0.19,0.0
2026-08-11,2026-08-11T09:52:00,TITAN,5115.0,5169.0,5111.8,5153.9,3.46,5153.9,176.979,5291.979,4938.021,False,False,False,NONE,0.91,4.53,0.79,7.06
2026-08-11,2026-08-11T09:52:00,TMPV,347.15,348.75,345.25,348.3,5.78,348.3,20.06527,367.21527,327.08473,False,False,False,NONE,0.32,1.94,0.03,-1.32
2026-08-11,2026-08-11T09:52:00,TORNTPHARM,4949.5,4949.5,4886.0,4894.0,4.07,4894.0,201.44465,5150.94465,4748.05535,False,False,False,NONE,-1.05,6.04,-0.1,-3.12
2026-08-11,2026-08-11T09:52:00,TRENT,3022.0,3033.0,2994.0,3014.9,4.6,3014.9,139.012,3161.012,2882.988,False,False,False,NONE,-0.58,-0.51,0.13,-2.7
2026-08-11,2026-08-11T09:52:00,TVSMOTOR,4450.0,4466.2,4421.1,4440.0,4.16,4440.0,185.12,4635.12,4264.88,False,False,False,NONE,-0.39,1.36,0.27,-4.26
2026-08-11,2026-08-11T09:52:00,ULTRACEMCO,12082.0,12082.0,11950.0,11962.0,3.26,11962.0,393.8732,12475.8732,11688.1268,False,False,False,NONE,-0.92,-,0.3,0.0
2026-08-11,2026-08-11T09:52:00,UNIONBANK,181.55,181.77,180.1,180.39,4.79,180.39,8.696245,190.24624500000002,172.853755,False,False,False,NONE,-0.53,0.43,0.49,0.0
2026-08-11,2026-08-11T09:52:00,UNITDSPR,1523.6,1535.5,1520.5,1525.4,3.64,1525.4,55.459039999999995,1579.0590399999999,1468.14096,False,False,False,NONE,-0.47,4.29,-0.03,-1.18
2026-08-11,2026-08-11T09:52:00,UNOMINDA,1292.3,1296.9,1285.6,1291.5,4.25,1291.5,54.92274999999999,1347.22275,1237.37725,False,False,False,NONE,0.56,0.26,0.21,2.33
2026-08-11,2026-08-11T09:52:00,UPL,569.0,571.0,565.8,567.35,4.4,567.35,25.036000000000005,594.0360000000001,543.9639999999999,False,False,False,NONE,-0.56,-0.68,0.95,-2.08
2026-08-11,2026-08-11T09:52:00,VBL,446.3,450.45,446.3,446.75,4.52,446.75,20.172759999999997,466.47276,426.12724000000003,False,False,False,NONE,-0.6,0.11,-0.18,-2.33
2026-08-11,2026-08-11T09:52:00,VEDL,287.0,287.45,284.35,286.25,5.58,286.25,16.0146,303.0146,270.9854,False,False,False,NONE,0.56,-1.97,0.36,-1.75
2026-08-11,2026-08-11T09:52:00,VMM,107.15,109.83,107.15,108.13,5.39,108.13,5.775385,112.925385,101.374615,False,False,False,NONE,-1,1.16,0.09,0.0
2026-08-11,2026-08-11T09:52:00,VOLTAS,1274.9,1291.7,1269.6,1283.3,6.04,1283.3,77.00396,1351.90396,1197.89604,False,False,False,NONE,0.97,-0.9,-1.0,5.38
2026-08-11,2026-08-11T09:52:00,WAAREEENER,2702.3,2706.2,2685.0,2690.5,5.12,2690.5,138.35776,2840.65776,2563.9422400000003,False,False,False,NONE,-0.77,7.55,0.21,3.23
2026-08-11,2026-08-11T09:52:00,WIPRO,185.95,187.88,185.73,186.27,4.37,186.27,8.126015,194.07601499999998,177.823985,False,False,False,NONE,0.17,1.03,0.11,2.94
2026-08-11,2026-08-11T09:52:00,YESBANK,22.76,22.77,22.66,22.67,4.37,22.67,0.994612,23.754612,21.765388,False,False,False,NONE,-0.53,0.92,0.16,0.0
2026-08-11,2026-08-11T09:52:00,ZYDUSLIFE,1118.4,1133.2,1118.4,1124.0,5.35,1124.0,59.8344,1178.2344,1058.5656000000001,False,False,False,NONE,0.47,-0.99,-0.05,-3.57
2026-08-11,2026-08-11T09:27:00,360ONE,1168.8,1171.6,1163.4,1168.2,5.24,1168.2,61.24512,1230.04512,1107.55488,False,False,False,NONE,0.05,0.15,0.21,1.69
2026-08-11,2026-08-11T09:27:00,ABB,7671.0,7724.0,7641.0,7648.5,4.88,7648.5,374.34479999999996,8045.3448,7296.6552,False,False,False,NONE,-0.42,3.07,0.05,0.0
2026-08-11,2026-08-11T09:27:00,ABCAPITAL,410.9,410.9,407.0,407.5,4.73,407.5,19.43557,430.33556999999996,391.46443,False,False,False,NONE,-0.92,0.51,0.37,0.0
2026-08-11,2026-08-11T09:27:00,ADANIENSOL,1666.0,1677.2,1649.0,1650.0,5.5,1650.0,91.63,1757.63,1574.37,False,False,False,NONE,0.92,10.75,0.18,-7.14
2026-08-11,2026-08-11T09:27:00,ADANIENT,3074.0,3075.0,3015.0,3016.9,5.36,3016.9,164.7664,3238.7664,2909.2336,False,False,False,NONE,-0.16,11.98,0.71,-13.51
2026-08-11,2026-08-11T09:27:00,ADANIGREEN,1411.9,1414.8,1369.3,1372.4,6.03,1372.4,85.13757000000001,1497.0375700000002,1326.76243,False,False,False,NONE,-0.04,12.36,1.13,-12.5
2026-08-11,2026-08-11T09:27:00,ADANIPORTS,1701.0,1709.9,1685.4,1687.9,4.05,1687.9,68.89049999999999,1769.8905,1632.1095,False,False,False,NONE,0.09,3.6,0.32,-1.72
2026-08-11,2026-08-11T09:27:00,ADANIPOWER,214.0,214.7,210.6,210.79,5.72,210.79,12.2408,226.2408,201.7592,False,False,False,NONE,-0.53,8.4,0.81,-5.36
2026-08-11,2026-08-11T09:27:00,ALKEM,5578.5,5578.5,5537.5,5541.5,4.65,5541.5,259.40025,5837.90025,5319.09975,False,False,False,NONE,0.02,-3.26,-0.21,0.0
2026-08-11,2026-08-11T09:27:00,AMBER,7090.0,7154.5,7026.0,7129.0,6.71,7129.0,475.73900000000003,7565.739,6614.261,False,False,False,NONE,1.13,-0.81,-0.22,1.11
2026-08-11,2026-08-11T09:27:00,AMBUJACEM,436.0,436.05,431.45,431.7,4.12,431.7,17.9632,453.96320000000003,418.03679999999997,False,False,False,NONE,-0.27,1.76,0.11,-1.61
2026-08-11,2026-08-11T09:27:00,ANGELONE,295.85,297.85,293.8,296.3,5.83,296.3,17.248055,313.09805500000004,278.601945,False,False,False,NONE,0.51,-1.52,0.14,0.0
2026-08-11,2026-08-11T09:27:00,APLAPOLLO,2018.4,2018.4,1999.6,2010.2,3.91,2010.2,78.91944000000001,2097.31944,1939.48056,False,False,False,NONE,-0.17,-2.64,0.09,-1.23
2026-08-11,2026-08-11T09:27:00,APOLLOHOSP,8980.0,8985.0,8920.5,8923.0,4.44,8923.0,398.71200000000005,9378.712,8581.288,False,False,False,NONE,-0.2,1.3,0.0,-1.52
2026-08-11,2026-08-11T09:27:00,ASHOKLEY,173.61,173.7,172.5,173.15,5.9,173.15,10.242990000000002,183.85299,163.36701000000002,False,False,False,NONE,-1.01,1.08,0.56,0.0
2026-08-11,2026-08-11T09:27:00,ASIANPAINT,2751.0,2754.5,2739.1,2747.7,3.53,2747.7,97.1103,2848.1103,2653.8897,False,False,False,NONE,-0.5,2.8,0.03,0.0
2026-08-11,2026-08-11T09:27:00,ASTRAL,1441.2,1441.2,1418.2,1420.8,5.97,1420.8,86.03964,1527.23964,1355.16036,False,False,False,NONE,-1.33,3.02,0.18,-5.26
2026-08-11,2026-08-11T09:27:00,AUBANK,1071.5,1071.5,1060.2,1060.7,3.85,1060.7,41.252750000000006,1112.75275,1030.24725,False,False,False,NONE,-1.21,1.03,-0.03,-1.49
2026-08-11,2026-08-11T09:27:00,AUROPHARMA,1643.6,1654.9,1643.6,1652.6,4.29,1652.6,70.51044,1714.11044,1573.08956,False,False,False,NONE,0.43,1.61,0.16,-1.43
2026-08-11,2026-08-11T09:27:00,AXISBANK,1247.0,1247.0,1239.0,1239.2,3.03,1239.2,37.784099999999995,1284.7841,1209.2159,False,False,False,NONE,-1.01,1.8,0.06,0.0
2026-08-11,2026-08-11T09:27:00,BAJAJ-AUTO,11738.0,11843.0,11728.0,11843.0,3.63,11843.0,426.0894,12164.0894,11311.9106,False,False,False,NONE,0.95,3.88,0.48,2.4
2026-08-11,2026-08-11T09:27:00,BAJAJFINSV,2025.4,2025.4,2017.3,2021.5,3.52,2021.5,71.29408000000001,2096.69408,1954.10592,False,False,False,NONE,-0.52,4.83,0.14,0.0
2026-08-11,2026-08-11T09:27:00,BAJAJHLDNG,11470.0,11494.0,11425.0,11464.0,4.19,11464.0,480.593,11950.593,10989.407,False,False,False,NONE,0.11,-2.1,0.09,-1.79
2026-08-11,2026-08-11T09:27:00,BAJFINANCE,1100.0,1100.1,1091.0,1092.8,4.11,1092.8,45.21,1145.21,1054.79,False,False,False,NONE,-1.1,1.72,0.29,-1.39
2026-08-11,2026-08-11T09:27:00,BANDHANBNK,171.18,171.84,170.01,171.84,4.15,171.84,7.10397,178.28397,164.07603,False,False,False,NONE,-0.46,25.36,-0.01,0.0
2026-08-11,2026-08-11T09:27:00,BANKBARODA,247.0,247.02,244.87,246.8,4.05,246.8,10.003499999999999,257.0035,236.9965,False,False,False,NONE,-0.32,0.43,0.32,0.0
2026-08-11,2026-08-11T09:27:00,BANKEX,65474.45,65475.0,65474.45,65475.0,2.28,65475.0,1492.8174599999998,66967.26746,63981.63254,False,False,False,NONE,-,4.57,25.0,2.27
2026-08-11,2026-08-11T09:27:00,BANKINDIA,140.64,140.9,140.03,140.39,4.95,140.39,6.96168,147.60168,133.67831999999999,False,False,False,NONE,-0.85,0.06,0.37,0.0
2026-08-11,2026-08-11T09:27:00,BANKNIFTY,57750.0,57787.8,57507.0,57569.8,2.11,57569.8,1218.525,58968.525,56531.475,False,False,False,NONE,-0.52,2.77,0.96,-3.49
2026-08-11,2026-08-11T09:27:00,BDL,1320.0,1321.8,1306.0,1307.0,6.98,1307.0,92.13600000000001,1412.136,1227.864,False,False,False,NONE,-0.62,1.21,0.23,0.0
2026-08-11,2026-08-11T09:27:00,BEL,405.7,407.0,403.3,403.45,3.9,403.45,15.8223,421.5223,389.8777,False,False,False,NONE,-0.16,2.16,0.05,0.0
2026-08-11,2026-08-11T09:27:00,BHARATFORG,2114.9,2145.0,2055.0,2067.6,5.22,2067.6,110.39778,2225.29778,2004.50222,False,False,False,NONE,-1.94,-5.37,0.17,-6.38
2026-08-11,2026-08-11T09:27:00,BHARTIARTL,1943.0,1943.4,1931.0,1931.6,3.11,1931.6,60.427299999999995,2003.4273,1882.5727,False,False,False,NONE,-0.8,3.99,0.13,-4.0
2026-08-11,2026-08-11T09:27:00,BHEL,410.8,413.9,407.2,407.7,5.84,407.7,23.99072,434.79072,386.80928,False,False,False,NONE,-0.22,1.85,0.32,0.0
2026-08-11,2026-08-11T09:27:00,BIOCON,424.25,426.3,424.25,426.05,4.48,426.05,19.0064,443.2564,405.2436,False,False,False,NONE,-0.19,-0.46,0.05,0.0
2026-08-11,2026-08-11T09:27:00,BLUESTARCO,1525.0,1541.9,1511.1,1514.1,5.3,1514.1,80.825,1605.825,1444.175,False,False,False,NONE,-0.01,2.35,-0.53,0.0
2026-08-11,2026-08-11T09:27:00,BOSCHLTD,44200.0,45760.0,44000.0,45200.0,5.12,45200.0,2263.04,46463.04,41936.96,False,False,False,NONE,3.43,-6.86,4.1,-15.04
2026-08-11,2026-08-11T09:27:00,BPCL,318.05,318.05,316.05,317.5,4.28,317.5,13.612540000000001,331.66254000000004,304.43746,False,False,False,NONE,-0.94,-0.19,-0.13,0.0
2026-08-11,2026-08-11T09:27:00,BRITANNIA,5655.0,5658.5,5619.0,5628.0,3.45,5628.0,195.0975,5850.0975,5459.9025,False,False,False,NONE,0.09,-2.84,0.03,-1.61
2026-08-11,2026-08-11T09:27:00,BSE,3637.9,3638.9,3556.6,3572.4,6.22,3572.4,226.27738000000002,3864.17738,3411.62262,False,False,False,NONE,-1.29,4.44,0.57,-7.94
2026-08-11,2026-08-11T09:27:00,CAMS,796.9,796.9,787.4,787.4,4.28,787.4,34.10732,831.0073199999999,762.79268,False,False,False,NONE,-0.44,-2.63,-0.06,-1.96
2026-08-11,2026-08-11T09:27:00,CANBK,129.16,129.16,128.68,128.96,4.73,128.96,6.109268000000001,135.269268,123.050732,False,False,False,NONE,-0.7,2.91,-0.02,-1.33
2026-08-11,2026-08-11T09:27:00,CDSL,1339.1,1340.9,1331.2,1332.3,4.61,1332.3,61.732510000000005,1400.83251,1277.3674899999999,False,False,False,NONE,-0.51,-,0.09,0.0
2026-08-11,2026-08-11T09:27:00,CGPOWER,875.0,881.95,872.65,873.1,5.53,873.1,48.3875,923.3875,826.6125,False,False,False,NONE,-0.75,3.78,0.23,0.0
2026-08-11,2026-08-11T09:27:00,CHOLAFIN,1905.1,1907.0,1896.2,1903.0,4.67,1903.0,88.96816999999999,1994.06817,1816.1318299999998,False,False,False,NONE,-0.73,0.88,0.04,-1.18
2026-08-11,2026-08-11T09:27:00,CIPLA,1472.9,1472.9,1468.2,1471.0,3.39,1471.0,49.93131,1522.83131,1422.9686900000002,False,False,False,NONE,-0.02,1.03,0.02,0.0
2026-08-11,2026-08-11T09:27:00,COALINDIA,411.35,412.5,411.35,412.0,3.0,412.0,12.340500000000002,423.69050000000004,399.0095,False,False,False,NONE,-0.23,0.05,0.03,0.0
2026-08-11,2026-08-11T09:27:00,COCHINSHIP,1514.0,1514.0,1499.6,1502.5,5.62,1502.5,85.0868,1599.0868,1428.9132,False,False,False,NONE,-0.51,-0.92,-0.25,0.0
2026-08-11,2026-08-11T09:27:00,COFORGE,1827.0,1839.1,1826.0,1838.9,5.26,1838.9,96.1002,1923.1002,1730.8998,False,False,False,NONE,1.28,3.38,0.09,2.75
2026-08-11,2026-08-11T09:27:00,COLPAL,2023.9,2023.9,2004.9,2009.0,3.76,2009.0,76.09863999999999,2099.9986400000003,1947.8013600000002,False,False,False,NONE,-0.41,1.37,0.12,0.0
2026-08-11,2026-08-11T09:27:00,CONCOR,503.2,503.8,501.35,501.35,4.02,501.35,20.22864,523.42864,482.97136,False,False,False,NONE,-0.57,0.79,0.03,0.0
2026-08-11,2026-08-11T09:27:00,CROMPTON,249.05,249.05,246.9,248.6,5.33,248.6,13.274365,262.324365,235.77563500000002,False,False,False,NONE,-0.08,0.9,0.21,0.0
2026-08-11,2026-08-11T09:27:00,CUMMINSIND,5434.5,5458.0,5434.5,5437.0,4.27,5437.0,232.05315,5666.55315,5202.44685,False,False,False,NONE,-0.46,-1.03,0.05,-1.11
2026-08-11,2026-08-11T09:27:00,DABUR,412.3,413.45,411.55,411.85,3.6,411.85,14.8428,427.1428,397.4572,False,False,False,NONE,-0.44,0.35,0.08,0.0
2026-08-11,2026-08-11T09:27:00,DALBHARAT,1853.0,1853.0,1826.5,1830.0,4.24,1830.0,78.5672,1931.5672,1774.4328,False,False,False,NONE,-0.76,-0.37,0.05,1.79
2026-08-11,2026-08-11T09:27:00,DELHIVERY,481.35,485.75,478.7,479.95,5.14,479.95,24.741390000000003,506.09139000000005,456.60861,False,False,False,NONE,-0.38,4.19,0.04,-1.33
2026-08-11,2026-08-11T09:27:00,DIVISLAB,8306.5,8335.0,8306.5,8315.0,3.88,8315.0,322.2922,8628.7922,7984.2078,False,False,False,NONE,0.13,0.53,0.04,0.0
