Symbol,Price,Price Chg %,OI,OI Chg %,PCR,ATM Straddle %,IV Chg,IV Chg %,Fut OI,Fut OI Chg,Fut OI Chg %,Fut Buildup,Volume,Volume Chg %,Report_Type,Source_File,NTIS Intraday Score,Trade Bias,Reason,Pattern,Intraday Probability %,Confidence,Final Bias,Validation Signal,Risk Level,Entry Price,Stop Loss,Target
INDUSTOWER,392.8,1.09,91628300.0,0.02,,,,,,,,,355300.0,-94.41,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,392.8,,
COFORGE,1745.1,1.57,14735925.0,0.16,,,,,,,,,337725.0,-94.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1745.1,,
HAL,4600.0,0.04,5036700.0,0.44,,,,,,,,,34350.0,-90.55,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4600.0,,
SUNPHARMA,2011.8,0.8,14029050.0,0.35,,,,,,,,,140700.0,-89.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2011.8,,
BDL,1229.7,0.06,7281525.0,0.75,,,,,,,,,146200.0,-78.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1229.7,,
IOC,139.79,0.06,146113500.0,0.38,,,,,,,,,1009125.0,-86.23,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,139.79,,
SONACOMS,729.1,0.61,10680775.0,0.5,,,,,,,,,243775.0,-86.66,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,729.1,,
PAGEIND,40525.0,0.77,235260.0,0.17,,,,,,,,,4640.0,-88.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,40525.0,,
RADICO,4421.6,0.95,776850.0,1.23,,,,,,,,,45000.0,-93.69,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,4421.6,,
M&M,3252.3,0.69,14707800.0,0.18,,,,,,,,,193400.0,-94.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3252.3,,
LAURUSLABS,1791.9,0.37,16693150.0,0.38,,,,,,,,,215900.0,-94.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1791.9,,
HYUNDAI,1995.2,0.76,3948175.0,0.15,,,,,,,,,29425.0,-94.04,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1995.2,,
NYKAA,330.25,0.26,43571875.0,0.09,,,,,,,,,175000.0,-91.91,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,330.25,,
DIVISLAB,7845.0,0.47,3494100.0,0.09,,,,,,,,,73800.0,-92.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,7845.0,,
DRREDDY,1147.8,0.27,13958125.0,0.35,,,,,,,,,278750.0,-90.65,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1147.8,,
AUROPHARMA,1600.0,0.03,9945650.0,0.43,,,,,,,,,152350.0,-90.57,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1600.0,,
SUPREMEIND,3518.7,0.51,2265900.0,0.26,,,,,,,,,54075.0,-90.45,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3518.7,,
HAVELLS,1249.5,0.39,9423000.0,0.2,,,,,,,,,69000.0,-93.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1249.5,,
ICICIPRULI,514.4,0.21,19197450.0,0.07,,,,,,,,,67525.0,-93.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,514.4,,
LICI,423.0,0.28,18249000.0,0.08,,,,,,,,,75600.0,-93.51,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,423.0,,
DIXON,14137.0,0.31,2271700.0,0.27,,,,,,,,,38450.0,-92.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,14137.0,,
MUTHOOTFIN,3037.7,0.05,7028175.0,0.23,,,,,,,,,47025.0,-92.52,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3037.7,,
DMART,3859.5,0.17,5151750.0,0.01,,,,,,,,,11850.0,-98.22,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3859.5,,
BOSCHLTD,41090.0,0.49,204975.0,0.1,,,,,,,,,1175.0,-98.12,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,41090.0,,
UNITDSPR,1526.9,0.87,8342800.0,0.12,,,,,,,,,51600.0,-96.7,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1526.9,,
MFSL,1534.0,0.6,9669200.0,0.15,,,,,,,,,41600.0,-95.82,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1534.0,,
PIIND,2760.0,0.17,2733325.0,0.1,,,,,,,,,8400.0,-95.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2760.0,,
PFC,425.6,0.24,47895900.0,0.21,,,,,,,,,248300.0,-96.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,425.6,,
GAIL,176.26,0.06,78742550.0,0.23,,,,,,,,,351450.0,-96.13,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,176.26,,
SWIGGY,285.0,0.22,54487200.0,1.2,,,,,,,,,1620600.0,-96.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,285.0,,
SIEMENS,3618.3,0.04,3665200.0,0.03,,,,,,,,,14175.0,-96.28,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3618.3,,
ALKEM,5710.5,0.25,1368625.0,0.05,,,,,,,,,3000.0,-96.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5710.5,,
SBILIFE,1912.1,0.64,6679875.0,0.02,,,,,,,,,44625.0,-95.58,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1912.1,,
BHARATFORG,2178.9,0.05,7542000.0,0.21,,,,,,,,,30500.0,-95.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,2178.9,,
MARICO,887.3,0.89,14475600.0,0.47,,,,,,,,,247200.0,-95.09,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,887.3,,
MARUTI,13855.0,0.12,2180350.0,0.3,,,,,,,,,18900.0,-95.2,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,13855.0,,
TATACONSUM,1106.0,0.34,15424750.0,0.02,,,,,,,,,39600.0,-95.0,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1106.0,,
BAJAJFINSV,1935.4,0.34,8696100.0,0.23,,,,,,,,,52200.0,-94.47,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1935.4,,
BRITANNIA,5450.0,0.06,2052250.0,0.11,,,,,,,,,17125.0,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,5450.0,,
BAJAJ-AUTO,11481.0,0.71,1908525.0,0.28,,,,,,,,,18225.0,-94.16,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,11481.0,,
SAIL,171.22,0.05,182139100.0,0.05,,,,,,,,,427700.0,-98.87,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,171.22,,
ITC,288.5,0.28,156495450.0,0.07,,,,,,,,,455400.0,-96.84,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,288.5,,
TATAELXSI,3705.5,0.34,2616000.0,0.16,,,,,,,,,25375.0,-96.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,3705.5,,
HDFCLIFE,560.2,0.07,41240100.0,0.02,,,,,,,,,77000.0,-96.88,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,560.2,,
MAXHEALTH,1121.5,0.39,9678900.0,0.04,,,,,,,,,11550.0,-98.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,1121.5,,
POWERGRID,284.7,0.35,43128100.0,0.03,,,,,,,,,142500.0,-98.11,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Fresh Long Buildup,60,MEDIUM,NEUTRAL,WATCH,MEDIUM,284.7,,
TORNTPHARM,4930.8,0.56,4230625.0,-0.04,,,,,,,,,19625.0,-95.08,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,4930.8,,
LUPIN,2476.0,0.57,5662275.0,-0.1,,,,,,,,,55250.0,-95.42,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,2476.0,,
NIFTY,24314.4,0.01,13306605.0,-0.03,,,,,,,,,237705.0,-92.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,24314.4,,
HINDALCO,971.95,0.37,51819600.0,-0.08,,,,,,,,,463400.0,-90.54,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,971.95,,
HINDUNILVR,2134.6,0.19,15469200.0,-0.01,,,,,,,,,85500.0,-98.94,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,2134.6,,
ZYDUSLIFE,1132.4,0.28,9705600.0,-0.02,,,,,,,,,45900.0,-96.46,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1132.4,,
RECLTD,371.5,0.2,43252650.0,-0.05,,,,,,,,,349650.0,-95.4,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,371.5,,
RELIANCE,1287.0,0.28,105608000.0,-0.07,,,,,,,,,457500.0,-95.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,1287.0,,
WIPRO,188.03,2.44,251367000.0,-0.41,,,,,,,,,4071000.0,-90.38,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,188.03,,
VBL,454.55,1.39,54242325.0,-0.08,,,,,,,,,921825.0,-93.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,454.55,,
VEDL,265.7,0.04,49062450.0,-0.01,,,,,,,,,197800.0,-92.99,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,265.7,,
KALYANKJIL,631.9,0.17,24232500.0,-0.63,,,,,,,,,982800.0,-93.19,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,631.9,,
OIL,452.75,1.62,16069200.0,-0.03,,,,,,,,,68600.0,-96.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Positive Price Momentum,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,452.75,,
FORCEMOT,17785.0,2.94,277650.0,-2.41,,,,,,,,,32400.0,-42.6,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,10,SELL,Positive Price Momentum; OI Reduction,Short Covering,55,MEDIUM,NEUTRAL,WATCH,HIGH,17785.0,,
IDEA,13.18,0.23,5889682950.0,0.0,,,,,,,,,11078625.0,-94.79,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,13.18,13.4436,12.6528
INDUSINDBK,1006.0,-0.77,34617800.0,0.0,,,,,,,,,87500.0,-95.75,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,1006.0,1026.1200000000001,965.76
AUBANK,1036.0,-1.03,22147000.0,0.0,,,,,,,,,210000.0,-87.17,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Neutral,35,LOW,SELL,VALID SELL,HIGH,1036.0,1056.72,994.56
BANKEX,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,,,
CIPLA,1484.0,0.08,9868075.0,0.0,,,,,,,,,43350.0,-97.37,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,1484.0,1513.68,1424.6399999999999
BAJAJHLDNG,,,,,,,,,,,,,,,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,,,
JSWSTEEL,1281.4,-0.19,39320100.0,0.0,,,,,,,,,31050.0,-98.85,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,1281.4,1307.028,1230.144
LT,3938.3,-0.17,12023900.0,0.0,,,,,,,,,63350.0,-98.29,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,3938.3,4017.0660000000003,3780.768
COALINDIA,409.45,0.59,75728250.0,0.0,,,,,,,,,224100.0,-97.18,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,409.45,417.639,393.072
BHARTIARTL,1966.5,0.5,57743375.0,0.0,,,,,,,,,137750.0,-96.43,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Neutral,35,LOW,SELL,VALID SELL,HIGH,1966.5,2005.83,1887.84
PRESTIGE,1626.8,-2.91,4983750.0,2.97,,,,,,,,,410400.0,-58.71,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum; Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,1626.8,1659.336,1561.7279999999998
EICHERMOT,7732.0,-0.17,4065000.0,2.94,,,,,,,,,353200.0,-34.67,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,20,SELL,Fresh OI Buildup,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,7732.0,7886.64,7422.719999999999
AMBUJACEM,434.65,-0.79,79564800.0,0.08,,,,,,,,,232800.0,-98.35,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,434.65,443.34299999999996,417.26399999999995
BANDHANBNK,172.19,-0.53,129949200.0,0.03,,,,,,,,,464400.0,-98.24,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,172.19,175.6338,165.3024
SHREECEM,26550.0,-0.17,320800.0,0.03,,,,,,,,,950.0,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,26550.0,27081.0,25488.0
CUMMINSIND,5378.0,-0.66,3983800.0,0.09,,,,,,,,,18600.0,-97.33,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,5378.0,5485.56,5162.88
KEI,4809.0,-1.05,2023525.0,0.05,,,,,,,,,5075.0,-97.3,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,Negative Price Momentum,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,4809.0,4905.18,4616.639999999999
IRFC,89.22,-0.38,80865050.0,0.32,,,,,,,,,721525.0,-93.89,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,89.22,91.0044,85.65119999999999
PNB,111.34,-0.38,293512000.0,0.04,,,,,,,,,1016000.0,-94.05,VOLUME_OI,VolumeAndOISpikesScans_25AUG26_Report_30_7_2026.xlsx,0,SELL,,Short Buildup,20,LOW,SELL,VALID SELL,HIGH,111.34,113.5668,106.8864
